OBJECTID,NAME,ACRES,OWNER,JURISDICTION,TYPE,MANAGER,COMMENTS,BLDGCODE,CORRIDOR,OS_NUMBER,CREATED_DATE,LAST_EDITED_DATE,SHAPEAREA,SHAPELEN
2383511,West Millbrook Middle School/Park,19.70894824,WAKE COUNTY,RALEIGH,PARK,,,136,,,,,858521.785389329,3662.57176870709
2383512,West Millbrook Middle School,17.90767914,WAKE COUNTY,RALEIGH,SCHOOL,,,,,,,,780058.5033848,3628.13150027274
2383513,East Wake Middle School Park,26.23462654,WAKE COUNTY,KNIGHTDALE,PARK,,,126,,,,,1140604.87738192,5830.36991291334
2383514,Yates Mill Park,49.53913562,STATE OF NORTH CAROLINA,RALEIGH,PARK,,,,,,,,11466240.9348726,18314.1804510032
2383515,Salem Elementary School,17.7903881,WAKE COUNTY BOARD OF EDUCATION,APEX,SCHOOL,WAKE COUNTY BOARD OF EDUCATION, ,88,,,,,774949.305769878,4604.43656916505
2383516,Salem Middle School Park,18.96936022,WAKE COUNTY BOARD OF EDUCATION,APEX,PARK,,,87,,,,,826305.331057354,4438.68375590019
2383517,Wendell Middle School,14.11367949,WAKE COUNTY BOARD OF EDUCATION,WENDELL,SCHOOL,WAKE COUNTY,,,,,,,614791.878687158,4164.0185376922
2383518,,0.73307002,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,NR Trib E,,,,31932.530259629,1262.03978891563
2383519,,2.83978559,TOWN OF CARY,CARY,GREENWAY,,,,,,,,123701.060361375,1828.82353393773
2383520,,2.4318481,TOWN OF CARY,CARY,OPEN SPACE,,,,,,,,105952.747870133,4809.79278697249
2383521,,3.11430226,CITY OF RALEIGH,WAKE COUNTY,OPEN SPACE,,,,,,,,138794.290675107,1503.45942718242
2383522,,3.04669534,TOWN OF WAKE FOREST,WAKE FOREST,GREENWAY,,,,,,,,413802.48594422,6043.92531217137
2383523,Pine Acres Community Center & Park,1.89583226,TOWN OF FUQUAY-VARINA,FUQUAY-VARINA,PARK,,,,,,,,82433.4727841645,1170.405754491
2383524,OS-106,38.26829066,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,,950,SWIFT CREEK,OS-106,,,1674771.7838395,6160.70060666108
2383525,,1.32139393,TOWN OF CARY,CARY,OPEN SPACE,,,,COLES BRANCH,,,,57559.9194489456,1295.52474703095
2383526,,12.20738288,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,NEUSE RIVER,,,,531753.598256503,5767.67220743824
2383527,,2.59171075,TOWN OF WAKE FOREST,WAKE FOREST,GREENWAY,,,,SMITH CREEK,,,,112896.894171642,1539.92077824334
2383528,Laurel Park Elementary,17.65708224,WAKE COUNTY BOARD OF EDUCATION,CARY,SCHOOL,,,,,,,,769146.557190093,3579.48717842186
2383529,,1.31225402,WAKE COUNTY,WAKE COUNTY,GREENWAY,,,,UPPER BARTON CREEK,,,,57161.785051489,1284.60324489601
2383530,Greenway Easement,8.20820093,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,HARE SNIPE CREEK,,,,357554.384903917,5942.04492473199
2383531,Banks Road Park,12.93159758,TOWN OF FUQUAY-VARINA,FUQUAY-VARINA,PARK,,,,MIDDLE CREEK,,,,563301.527841997,3924.52987146821
2383532,Sawmill Creek Greenway,7.01245726,TOWN OF MORRISVILLE,MORRISVILLE,GREENWAY,,,,,,,,305448.618480222,4290.85054204485
2383533,Sawmill Creek Greenway,1.54319239,TOWN OF MORRISVILLE,MORRISVILLE,GREENWAY,,,,,,,,67235.4359313905,1113.68647640816
2383534,Heritage High School,67.59001136,WAKE COUNTY BOARD OF EDUCATION,WAKE FOREST,SCHOOL,WAKE COUNTY BOARD OF EDUCATION, , ,,,,,2944197.27433549,8508.96650453624
2383535,Heritage High School ,12.72219844,WAKE COUNTY BOARD OF EDUCATION,WAKE FOREST,GREENWAY,WAKE COUNTY BOARD OF EDUCATION, , ,SMITH CREEK,,,,554205.825520893,4789.68264930658
2383536,OS-034,4.93741459,WAKE COUNTY ,CARY,GREENWAY,,,,,OS-034,,,215073.779714278,2790.89291253178
2383537,Springdale Estates,0.51495379,CITY OF RALEIGH,RALEIGH,GREENWAY,,EASEMENT,,HARE SNIPE CREEK,,,,22431.38729709,1186.04753148198
2383538,,15.71153445,TOWN OF GARNER,GARNER,OPEN SPACE,,,,,,,,684394.440767548,4217.30787113517
2383539,Rolesville Middle School Site,37.21140314,WAKE COUNTY BOARD OF EDUCATION,ROLESVILLE,SCHOOL,,,,,,,,1620922.7950566,5603.48412846167
2383540,Partnership Elementary,1.85417695,WAKE COUNTY BOARD OF EDUCATION,RALEIGH,SCHOOL,,,,,,,,81185.3926719441,1211.03120054522
2383541,,6.06544504,"SPRY, JEANETTE TURNER ",GARNER,OPEN SPACE,,,,,,,,264210.786012583,3403.2476353196
2383542,,4.12763204,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,,,179799.651820648,1895.69858994909
2383543,,0.15492931,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,,,6748.72093912663,594.590088750673
2383544,,0.02560195,HOMLEN ENTERPRISES LLC ,RALEIGH,GREENWAY,,,,,,,,1116.63252142402,170.833189116803
2383545,,0.13742549,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,,,,,5986.2542963271,348.643661755198
2383546,,5.46019658,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,NEUSE RIVER,,,,237845.845077515,5348.10676846752
2383547,,0.23762463,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,EASEMENT,,,,,,10350.9287566175,717.199753945361
2383548,Alleghany Trail,5.24556145,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,CRABTREE CREEK,,,,228498.419069014,5032.92801036346
2383549,South Garner High School,57.68277434,WAKE COUNTY BOARD OF EDUCATION,WAKE COUNTY,SCHOOL,,,,,,,2021/09/16 14:01:07+00,2512661.65041097,7291.08892196111
2383550,,1.6999304,TOWN OF APEX,APEX,OPEN SPACE,,,,,,,,74048.9684109622,1564.41702673975
2383551,,3.84917733,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,,,167670.164301904,1968.57581866043
2383552,,0.30504472,TOWN OF WAKE FOREST,WAKE FOREST,GREENWAY,,,,RICHLAND CREEK,,,,13289.4199653717,690.16712204671
2383553,Mill Bridge Nature Park,38.68979005,TOWN OF ROLESVILLE,ROLESVILLE,PARK,,,,SANFORD CREEK,,,,1685339.62657927,9228.10532746114
2383554,,0.18735301,TOWN OF APEX,APEX,OPEN SPACE,,,,,,,,8094.97359044268,552.749371016688
2383555,,1.57094973,TOWN OF APEX,APEX,OPEN SPACE,,,,,,,,68351.2544029514,1145.21723611232
2383556,,8.36904694,TOWN OF APEX,APEX,GREENWAY,,,,,,,,364555.684562947,4904.3218668723
2383557,Bragg Street Park,0.30417102,CITY OF RALEIGH,RALEIGH,PARK,,,,,,,,13249.6896236309,478.018963974714
2383558,Method Neighborhood Park,7.46058767,CITY OF RALEIGH,RALEIGH,PARK,,,,,,,,328735.017248307,2628.68376191154
2383559,Northwest Park,5.05379979,TOWN OF MORRISVILLE,MORRISVILLE,PARK,,Planned Park,,,,,,220143.518948318,2176.57483933337
2383560,Crabtree Creek Nature Center,33.85309015,WAKE COUNTY,RALEIGH,PARK, ,Planned Park,606,,,,,1472018.0755237,7052.98024645068
2383561,,80.13758593,HOLLY SPRINGS TOWN OF ,HOLLY SPRINGS,GREENWAY,,,,MIDDLE CREEK,,,,3490797.2705787,13791.5290244749
2383562,,1.23088372,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,,,53617.2948454045,1099.54716753482
2383563,Buffaloe Road Canoe  Access Area,3.1383718,CITY OF RALEIGH,RALEIGH,PARK,,,,NEUSE RIVER,,,,136707.475454916,1668.43374361392
2383564,Milburnie Park,4.57312539,CITY OF RALEIGH,RALEIGH,PARK, , ,C-21,,,,,199205.341913531,1961.86696745284
2383565,Milburnie Road Canoe Access Area,24.05026239,CITY OF RALEIGH,RALEIGH,PARK, , ,C-21,NEUSE RIVER,,,,1047629.42951138,4696.46294156988
2383566,Milburnie Park,64.16068143,CITY OF RALEIGH,RALEIGH,PARK, , ,C-21,NEUSE RIVER,,,,2794839.28301602,8655.97436088977
2383567,,0.07476199,NCDOT,RALEIGH,OPEN SPACE,,,,,,,,3256.63241650563,263.439425056196
2383568,,0.26647969,NCDOT,RALEIGH,OPEN SPACE,,,,,,,,11607.855195155,613.223764071837
2383569,,2.33275896,NCDOT,RALEIGH,OPEN SPACE,,,,,,,,101614.980100461,1188.82432077171
2383570,,0.10291347,NCDOT,RALEIGH,OPEN SPACE,,,,,,,,4482.91070236505,354.150674616129
2383571,,0.03811716,NCDOT,RALEIGH,OPEN SPACE,,,,,,,,1660.38364764183,175.425320038317
2383572,,0.11447334,NCDOT,RALEIGH,OPEN SPACE,,,,,,,,4986.45851162042,378.803261178412
2383573,,0.06409008,NCDOT,RALEIGH,OPEN SPACE,,,,,,,,2791.76394423315,255.220827122773
2383574,,1.27594559,NCDOT,RALEIGH,OPEN SPACE,,,,,,,,55580.1900767107,1200.42803768337
2383575,,0.49369487,NCDOT,RALEIGH,OPEN SPACE,,,,,,,,21505.3484869038,2051.89567509918
2383576,,0.30294644,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,,,13196.3467180974,521.186875476847
2383577,,0.46794146,NCDOT,RALEIGH,OPEN SPACE,,,,,,,,20383.5299764525,529.617898167273
2383578,,0.6983699,NCDOT,CARY,OPEN SPACE,,,,,,,,30380.1492419842,618.088582186362
2383579,,0.13127843,NCDOT,RALEIGH,OPEN SPACE,,,,NEUSE RIVER,,,,5718.48842654707,375.52443450136
2383580,,0.08230238,NCDOT,RALEIGH,OPEN SPACE,,,,,,,,3585.09152068531,289.622908155601
2383581,,0.21129145,NCDOT,RALEIGH,OPEN SPACE,,,,,,,,9203.85550602007,340.761171234167
2383582,,0.31534085,NCDOT,RALEIGH,OPEN SPACE,,,,,,,,13736.2472686327,602.202120317853
2383583,Green Hills County Park,177.57817154,WAKE COUNTY ,RALEIGH,PARK,,,702,,,,2018/06/14 18:58:38+00,8041255.98064556,15115.8507026168
2383584,,9.59403615,FALLS RIVER COMMUNITY ASSN INC ,RALEIGH,GREENWAY,,EASEMENT,,,,,,417916.214882854,9771.80617615733
2383585,,2.27683504,WAKE FOREST TOWN OF ,WAKE FOREST,GREENWAY,,,,SMITH CREEK,,,,99178.9343776988,1386.96502265002
2383586,Neuse River Greenway,7.20290818,RALEIGH CITY OF ,RALEIGH,GREENWAY,,,,NEUSE RIVER,,,,313771.084622916,2660.4414720386
2383587,,20.51588639,WENDELL TOWN OF ,WENDELL,OPEN SPACE,,,,BUFFALO CREEK,,,2018/06/25 18:26:30+00,890651.877130239,6869.59715698921
2383588,Future Park Site,2.44748609,RALEIGH CITY OF ,RALEIGH,PARK,,,,,,,,106612.494072946,1412.4634990233
2383589,Neuse River Greenway,7.91150563,CITY OF RALEIGH,RALEIGH,GREENWAY,,EASEMENT,,NEUSE RIVER,,,,344602.014109536,6947.65502469089
2383590,,2.73301366,CARY TOWN OF ,CARY,GREENWAY,,,,,,,,119050.075183226,1580.54783161944
2383591,,12.01221527,CARY TOWN OF ,CARY,GREENWAY,,,,NANCY BRANCH,,,,523541.471892665,4522.65277636283
2383592,,4.38896866,CARY TOWN OF ,CARY,GREENWAY,,,,,,,,188555.366169645,2635.16825828167
2383593,,2.19660842,RALEIGH CITY OF ,RALEIGH,GREENWAY,,,,BEAVERDAM CREEK,,,,95684.2626869829,2274.85566228695
2383594,,0.40510475,CARY TOWN OF ,CARY,GREENWAY,,,,,,,,17647.2535754549,1198.47159128752
2383595,Battle Ridge,1.11040533,CITY OF RALEIGH,RALEIGH,GREENWAY,,EASEMENT,,,,,,48363.3161597301,1547.34117553289
2383596,Hodges Mill Creek Property,49.15612825,RALEIGH CITY OF ,RALEIGH,PARK,,Planned Park,,,,,,2138302.37018425,7701.10557695699
2383597,,48.63291387,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,,,2118449.72826316,6523.78724819234
2383598,COUNTRY CLUB HILLS,0.46733343,COUNTRY CLUB HILLS INC,RALEIGH,OPEN SPACE,, ,,,,,,20357.0440426345,671.864500736526
2383599,Yadkin Circle,0.28234304,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,,,12298.8629772815,393.339055218117
2383600,,0.08665119,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,,,3774.52563538107,245.107948029935
2383601,Knightdale Community Park,18.9450111,WAKE COUNTY BOARD OF EDUCATION,KNIGHTDALE,PARK,,,92,,,,,825244.683730313,5569.43058237695
2383602,Lake Park Trail,2.10031642,RALEIGH CITY OF ,RALEIGH,GREENWAY,,,,,,,,91489.7830730987,2100.60476491426
2383603,,7.44880752,NC TURNPIKE AUTHORITY,CARY,OPEN SPACE,,,,,,,,324470.055576273,5275.32395050703
2383604,White Oak Creek Greenway,11.86963526,TOWN OF CARY,CARY,OPEN SPACE,,,,WHITE OAK CREEK,,,,517041.311916307,3706.1401251044
2383605,White Oak Creek Greenway,47.05920056,TOWN OF CARY,CARY,GREENWAY,,Batchelor Partnership,,WHITE OAK CREEK,OS-021,,,2059701.09358261,7202.89531448407
2383606,,11.55102306,NC TURNPIKE AUTHORITY,WAKE COUNTY,OPEN SPACE,,,,WHITE OAK CREEK,,,,503162.564514201,3289.07355765837
2383607,Farmland Preservation Easement,88.11064662,TRIANGLE LAND CONSERVANCY,WAKE COUNTY,OPEN SPACE,TRIANGLE LAND CONSERVANCY,PERMANENT EASEMENT,,SWIFT CREEK,,,,3950088.5367589,11077.5447593117
2383608,CP&L Gamelands,3052.37720505,CAROLINA POWER AND LIGHT COMPANY ,WAKE COUNTY,GAMELAND,,,,WHITE OAK CREEK,,,,132961542.279107,268684.60622322
2383609,,473.78842027,CAROLINA POWER AND LIGHT COMPANY ,WAKE COUNTY,GAMELAND,,,,WHITE OAK CREEK,,,,20633981.354881,61042.6080461318
2383610,,76.19395448,CAROLINA POWER AND LIGHT COMPANY ,WAKE COUNTY,GAMELAND,,,,,,,,3319008.71966678,10937.7891517177
2383611,,556.49202613,CAROLINA POWER AND LIGHT COMPANY ,WAKE COUNTY,GAMELAND,,,,,,,,24240792.6581831,72389.9260549413
2383612,,75.15974952,CAROLINA POWER AND LIGHT COMPANY ,WAKE COUNTY,GAMELAND,,,,,,,,3273958.68908334,11718.3412355846
2383613,,13.56069295,CAROLINA POWER AND LIGHT COMPANY ,WAKE COUNTY,GAMELAND,,,,,,,,590703.784727335,4264.45800289149
2383614,,318.89403485,CAROLINA POWER AND LIGHT COMPANY ,WAKE COUNTY,GAMELAND,,,,,,,,13891024.1582861,32531.5930120548
2383615,,3.43176212,CAROLINA POWER AND LIGHT COMPANY ,WAKE COUNTY,GAMELAND,,,,,,,,149487.557913523,1642.49779593001
2383616,,80.66448252,CAROLINA POWER AND LIGHT COMPANY ,WAKE COUNTY,GAMELAND,,,,WHITE OAK CREEK,,,,3479677.44013492,28961.6126148192
2383617,Latta Property,1.97286138,RALEIGH CITY OF ,RALEIGH,PARK,,,,,,,,86593.0028416449,1203.08284696243
2383618,,20.62894272,TOWN OF CARY,CARY,GREENWAY,TOWN OF CARY,,,KIT CREEK,,,,898599.010372263,6009.82329831813
2383619,Future Park,60.0014186,TOWN OF CARY,CARY,PARK,TOWN OF CARY,Planned Park,,KIT CREEK,,,,2613661.80145481,7680.43830445246
2383620,Future Park,20.04082603,CARY TOWN OF ,CARY,PARK,,Planned Park,,,,,,872977.783057566,4592.14125491672
2383621,,5.47581105,RALEIGH CITY OF ,RALEIGH,GREENWAY,,,,,,,,238526.329397532,4183.20184650399
2383622,Pine Hollow Middle School,36.81761515,WAKE CNTY BOARD OF EDUCATION ,RALEIGH,SCHOOL,,Planned School E-24,,,,,2021/09/16 14:01:07+00,1603806.18943581,6626.51356870547
2383623,Knightdale Station Park,70.78724423,TOWN OF KNIGTDALE,KNIGHTDALE,PARK,,under construction,,POPLAR CREEK,,,,3123469.95311659,8757.22361594506
2383624,M-16 Middle School Site,41.22159154,WAKE CNTY BOARD EDUCATION ,CARY,SCHOOL,,,,,,,,1795612.52744753,5460.76637444556
2383625,,0.84903342,FUQUAY VARINA TOWN OF ,FUQUAY-VARINA,GREENWAY,,,,,,,,36983.8955968034,1173.59353984395
2383626,Crabtree Valley Trail,2.64304533,CITY OF RALEIGH,RALEIGH,GREENWAY, , , ,CRABTREE CREEK,,,,366062.740773626,7046.01728307407
2383627,Crabtree Valley Trail,0.70882106,CITY OF RALEIGH,RALEIGH,GREENWAY, , , ,CRABTREE CREEK,,,,30876.2452554912,781.601978280858
2383628,Crabtree Valley Trail,1.08545298,RALEIGH CITY OF ,RALEIGH,GREENWAY,,,,CRABTREE CREEK,,,,47282.3316971419,1185.00150738665
2383629,,0.8853083,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,CRABTREE CREEK,,,,38564.0297435009,1019.480282109
2383630,,31.2878236,TRIANGLE GREENWAYS COUNCIL ,RALEIGH,OPEN SPACE,,,,WALNUT CREEK,,,,1362933.86763467,7209.90355720911
2383631,,12.36775732,TRIANGLE GREENWAYS COUNCIL ,RALEIGH,OPEN SPACE,,,,,,,,538738.001217609,3396.14491343907
2383632,,0.92662602,GARNER TOWN OF ,GARNER,OPEN SPACE,,,,,,,,40363.8292499143,939.61621531433
2383633,Dunn Creek Greenway,6.39249597,WAKE FOREST TOWN OF ,WAKE FOREST,GREENWAY,,,,,,,,278460.186421449,3408.60229906131
2383634,,9.57408325,SANDERS LANDOVER LLC ,RALEIGH,GREENWAY,,EASEMENT,,HARRIS CREEK,,,,417047.06647151,3956.33486732281
2383635,American Tobacco Trail,5.25309099,WAKE COUNTY,WAKE COUNTY,GREENWAY, , ,200,,OSATT,,,228824.643587381,4073.05068548955
2383636,American Tobacco Trail,13.29169644,WAKE COUNTY,WAKE COUNTY,GREENWAY, , ,200,,OSATT,,,578986.158502595,10583.5390407897
2383637,American Tobacco Trail,3.24796857,WAKE COUNTY,WAKE COUNTY,GREENWAY, , ,200,,OSATT,,,141481.532542937,3077.20448909384
2383638,,15.51827561,TRIANGLE LAND CONSERVANCY ,WAKE COUNTY,OPEN SPACE,,,960,MARKS CREEK,,,,675983.929242755,5535.58610852138
2383639,Neuse River Greenway,2.35611981,RALEIGH CITY OF ,RALEIGH,GREENWAY,,,,NEUSE RIVER,,,,102632.578902982,1301.84434834625
2383640,Neuse River Greenway,3.81878967,RALEIGH CITY OF ,RALEIGH,GREENWAY,,,,NEUSE RIVER,,,,166346.501369158,1979.40412183146
2383641,,0.26490329,MORRISVILLE TOWN OF ,MORRISVILLE,OPEN SPACE,,,,,,,,11545.6924901064,1099.16999431336
2383642,,11.91441313,MORRISVILLE TOWN OF ,MORRISVILLE,OPEN SPACE,,,,,,,,540443.383958525,5303.64893587462
2383643,Woodgreen Drive,1.54971269,CITY OF RALEIGH,RALEIGH,GREENWAY,,EASEMENT,,CRABTREE CREEK,,,,67505.4847391988,1701.81103358199
2383644,ENCLAVE AT INMAN PARK,12.72043071,ENCLAVE ASSOCIATION INC ,RALEIGH,GREENWAY,,EASEMENT,,,,,,554105.707612816,7871.63037550349
2383645,INMAN PARK,0.5086693,HOMEOWNERS ASSOCIATION,RALEIGH,GREENWAY,,EASEMENT,,,,,,22157.6345692493,956.425914326888
2383646,,0.69089449,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,NEUSE RIVER,,,,30095.3641097207,740.463238922609
2383647,,2.32578027,UNITED STATES OF AMERICA ,CARY,OPEN SPACE,,,,PANTHER CREEK,,,,101310.988625342,1459.10573239418
2383648,,0.88611385,"JEFFRIES, GERTHA DEVANE HEIRS ",RALEIGH,OPEN SPACE,,,,,,,,38599.1192689412,906.007188753016
2383649,,0.07877105,"JEFFRIES, GERTHA DEVANE HEIRS ",RALEIGH,OPEN SPACE,,,,,,,,3431.26713614483,303.316071727555
2383650,,0.39782037,"JEFFRIES, GERTHA DEVANE HEIRS ",RALEIGH,OPEN SPACE,,,,,,,,17329.0551422826,666.007565518233
2383651,,0.26605428,"JEFFRIES, GERTHA DEVANE HEIRS ",RALEIGH,OPEN SPACE,,,,,,,,11589.3242418553,754.684060770521
2383652,Leonard Tract,83.59698323,RALEIGH CITY OF ,RALEIGH,PARK,,,,NEUSE RIVER,,,2021/10/14 16:36:25+00,3641081.24591008,16052.637534825
2383653,,0.72607179,CARY TOWN OF ,CARY,GREENWAY,,,,,,,,31627.6869935539,733.213300830214
2383654,Future Park,3.14743517,CARY TOWN OF ,CARY,PARK,,Planned Park,,,,,,137102.27604994,1783.93634870826
2383655,MacDonald Woods Park,14.1312099,TOWN OF CARY,CARY,PARK,,,,,,,,615555.503161157,4179.3347974322
2383656,Hinshaw Greenway,22.26596761,TOWN OF CARY,CARY,GREENWAY,,,,LYNN BRANCH,,,,969905.549084484,9032.15394798515
2383657,Symphony Lake,38.73914406,TOWN OF CARY,CARY,GREENWAY, , , ,,,,,1687459.41753754,9318.38046260336
2383658,Green Hope Elementary School Park,15.43377877,TOWN OF CARY,CARY,PARK,,,,,,,,672295.403420372,3282.46377522863
2383659,WakeMed Soccer Park,163.30893959,North Carolina (Town of Cary),CARY,PARK,,,,WALNUT CREEK,,,,7113737.40842602,12288.1552751269
2383660,Mills School Park,103.84917022,TOWN OF CARY,CARY,PARK,,,,PANTHER CREEK,,,,4523714.02743933,10384.7592702702
2383661,Cary Arts Center,1.7715875,CARY TOWN OF ,CARY,PARK,,,,,,,,77170.8302076201,1185.09646501612
2383662,,1.03507719,RALEIGH CITY OF ,RALEIGH,GREENWAY,,,,,,,,52719.423424979,1113.03938325168
2383663,,1.90339105,CARY TOWN OF ,CARY,GREENWAY,,,,SWIFT CREEK,,,,82911.7142523244,1422.20427746439
2383664,Bent Creek Trail,14.97885748,RALEIGH CITY OF ,RALEIGH,GREENWAY,,,,,,,,652479.031907357,4016.9009680775
2383665,Wakefield Trail,21.33923686,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,,,,,929537.57515094,7715.10272805589
2383666,Wakefield Trail,24.07765132,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,,,,,1048822.49155852,9340.03832517559
2383667,Austin Creek Greenway,8.63445589,WAKE FOREST TOWN OF ,WAKE FOREST,GREENWAY,,,,,,,,376115.568692468,6762.3711789569
2383668,,6.638404,CITY OF RALEIGH,RALEIGH,OPEN SPACE, , , ,,,,,289168.877996551,3174.75723522072
2383669,,1.87694222,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,NEUSE RIVER,,,,81759.6031850085,1318.66739550832
